"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","EDUEXP","TRY","PC_GDP","A","2005",0.9475618,
"CZE","EDUEXP","TRY","PC_GDP","A","2008",1.083681,
"CZE","EDUEXP","TRY","PC_GDP","A","2009",1.193822,
"CZE","EDUEXP","TRY","PC_GDP","A","2010",1.168817,
"CZE","EDUEXP","TRY","PC_GDP","A","2011",1.348506,
"CZE","EDUEXP","TRY","PC_GDP","A","2012",1.428629,
"CZE","EDUEXP","TRY","PC_GDP","A","2013",1.316146,
"CZE","EDUEXP","TRY","PC_GDP","A","2014",1.218806,
"CZE","EDUEXP","TRY","PC_GDP","A","2015",1.148885,
"CZE","EDUEXP","TRY","PC_GDP","A","2016",0.9441393,
"CZE","EDUEXP","TRY","PC_GDP","A","2017",0.9341756,
"CZE","EDUEXP","TRY","PC_GDP","A","2018",1.193145,
"CZE","EDUEXP","TRY","PC_GDP","A","2019",1.202717,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.200082,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2000",2.563076,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2005",2.745759,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2008",2.510332,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2009",2.738832,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2010",2.676823,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2011",2.698208,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.733249,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.663103,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.626226,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.629366,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2016",2.496675,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.651174,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2018",2.905869,
"CZE","EDUEXP","PRY_NTRY","PC_GDP","A","2019",3.145396,
"DNK","EDUEXP","TRY","PC_GDP","A","1995",1.602728,
"DNK","EDUEXP","TRY","PC_GDP","A","2000",1.519092,
"DNK","EDUEXP","TRY","PC_GDP","A","2005",1.658325,
"DNK","EDUEXP","TRY","PC_GDP","A","2008",1.623757,
"DNK","EDUEXP","TRY","PC_GDP","A","2009",1.829996,
"DNK","EDUEXP","TRY","PC_GDP","A","2010",1.829009,
"DNK","EDUEXP","TRY","PC_GDP","A","2011",1.84746,
"DNK","EDUEXP","TRY","PC_GDP","A","2013",1.705776,
"DNK","EDUEXP","TRY","PC_GDP","A","2014",1.691679,
"DNK","EDUEXP","TRY","PC_GDP","A","2016",2.055428,
"DNK","EDUEXP","TRY","PC_GDP","A","2017",1.855698,
"DNK","EDUEXP","TRY","PC_GDP","A","2018",1.848712,
"DNK","EDUEXP","TRY","PC_GDP","A","2019",1.834394,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.906289,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2000",4.0072,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2005",4.356052,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2008",4.132153,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2009",4.619483,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.665208,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.252995,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.645088,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.579671,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.796774,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2016",3.745006,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2017",3.646891,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2018",3.606225,
"DNK","EDUEXP","PRY_NTRY","PC_GDP","A","2019",3.563704,
"FIN","EDUEXP","TRY","PC_GDP","A","1995",1.878294,
"FIN","EDUEXP","TRY","PC_GDP","A","2000",1.6456,
"FIN","EDUEXP","TRY","PC_GDP","A","2005",1.652748,
"FIN","EDUEXP","TRY","PC_GDP","A","2008",1.611206,
"FIN","EDUEXP","TRY","PC_GDP","A","2009",1.803654,
"FIN","EDUEXP","TRY","PC_GDP","A","2010",1.831333,
"FIN","EDUEXP","TRY","PC_GDP","A","2011",1.852023,
"FIN","EDUEXP","TRY","PC_GDP","A","2012",1.836322,
"FIN","EDUEXP","TRY","PC_GDP","A","2013",1.80032,
"FIN","EDUEXP","TRY","PC_GDP","A","2014",1.762934,
"FIN","EDUEXP","TRY","PC_GDP","A","2015",1.71111,
"FIN","EDUEXP","TRY","PC_GDP","A","2016",1.662414,
"FIN","EDUEXP","TRY","PC_GDP","A","2017",1.562842,
"FIN","EDUEXP","TRY","PC_GDP","A","2018",1.534749,
"FIN","EDUEXP","TRY","PC_GDP","A","2019",1.516949,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.907701,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2000",3.46814,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2005",3.692459,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2008",3.59303,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2009",3.906529,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2010",3.938644,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.886403,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.916546,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.90669,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.916909,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.968942,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2016",3.850218,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2017",3.61925,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2018",3.610705,
"FIN","EDUEXP","PRY_NTRY","PC_GDP","A","2019",3.726115,
"FRA","EDUEXP","TRY","PC_GDP","A","2005",1.295749,
"FRA","EDUEXP","TRY","PC_GDP","A","2008",1.391783,
"FRA","EDUEXP","TRY","PC_GDP","A","2009",1.473331,
"FRA","EDUEXP","TRY","PC_GDP","A","2010",1.470499,
"FRA","EDUEXP","TRY","PC_GDP","A","2011",1.453423,
"FRA","EDUEXP","TRY","PC_GDP","A","2012",1.441672,
"FRA","EDUEXP","TRY","PC_GDP","A","2013",1.468645,
"FRA","EDUEXP","TRY","PC_GDP","A","2014",1.475612,
"FRA","EDUEXP","TRY","PC_GDP","A","2015",1.462238,
"FRA","EDUEXP","TRY","PC_GDP","A","2016",1.445158,
"FRA","EDUEXP","TRY","PC_GDP","A","2017",1.453482,
"FRA","EDUEXP","TRY","PC_GDP","A","2018",1.46805,
"FRA","EDUEXP","TRY","PC_GDP","A","2019",1.478523,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2005",3.882404,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2008",3.786785,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2009",3.995124,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2010",3.944748,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.810218,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.787301,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.781037,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.780116,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.735744,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2016",3.718568,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2017",3.741656,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2018",3.705694,
"FRA","EDUEXP","PRY_NTRY","PC_GDP","A","2019",3.682352,
"DEU","EDUEXP","TRY","PC_GDP","A","2005",1.031269,
"DEU","EDUEXP","TRY","PC_GDP","A","2008",1.088144,
"DEU","EDUEXP","TRY","PC_GDP","A","2010",1.206498,
"DEU","EDUEXP","TRY","PC_GDP","A","2011",1.211535,
"DEU","EDUEXP","TRY","PC_GDP","A","2012",1.225037,
"DEU","EDUEXP","TRY","PC_GDP","A","2013",1.225284,
"DEU","EDUEXP","TRY","PC_GDP","A","2014",1.228852,
"DEU","EDUEXP","TRY","PC_GDP","A","2015",1.230868,
"DEU","EDUEXP","TRY","PC_GDP","A","2016",1.221983,
"DEU","EDUEXP","TRY","PC_GDP","A","2017",1.214661,
"DEU","EDUEXP","TRY","PC_GDP","A","2018",1.23751,
"DEU","EDUEXP","TRY","PC_GDP","A","2019",1.279297,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2005",3.300665,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2008",3.10195,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2010",3.342715,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2011",3.205254,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2012",3.151451,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.122095,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.074799,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.018926,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2016",2.983228,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.97786,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2018",2.998153,
"DEU","EDUEXP","PRY_NTRY","PC_GDP","A","2019",3.057485,
"GRC","EDUEXP","TRY","PC_GDP","A","1995",0.5752499,
"GRC","EDUEXP","TRY","PC_GDP","A","2000",0.7424079,
"GRC","EDUEXP","TRY","PC_GDP","A","2005",1.458846,
"GRC","EDUEXP","TRY","PC_GDP","A","2012",0.9132678,
"GRC","EDUEXP","TRY","PC_GDP","A","2013",0.8748197,
"GRC","EDUEXP","TRY","PC_GDP","A","2014",0.8922658,
"GRC","EDUEXP","TRY","PC_GDP","A","2015",0.9883942,
"GRC","EDUEXP","TRY","PC_GDP","A","2017",0.8093058,
"GRC","EDUEXP","TRY","PC_GDP","A","2018",0.8618426,
"GRC","EDUEXP","TRY","PC_GDP","A","2019",0.9320505,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","1995",1.937352,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2000",2.55975,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2005",2.7334,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.90919,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.878815,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.861475,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.829794,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2016",2.845072,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.726371,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2018",2.85884,
"GRC","EDUEXP","PRY_NTRY","PC_GDP","A","2019",2.788675,
"HUN","EDUEXP","TRY","PC_GDP","A","1995",0.9693852,
"HUN","EDUEXP","TRY","PC_GDP","A","2000",1.104161,
"HUN","EDUEXP","TRY","PC_GDP","A","2012",1.230063,
"HUN","EDUEXP","TRY","PC_GDP","A","2013",1.271055,
"HUN","EDUEXP","TRY","PC_GDP","A","2014",0.9337068,
"HUN","EDUEXP","TRY","PC_GDP","A","2015",0.8666705,
"HUN","EDUEXP","TRY","PC_GDP","A","2016",1.051388,
"HUN","EDUEXP","TRY","PC_GDP","A","2017",1.074725,
"HUN","EDUEXP","TRY","PC_GDP","A","2018",1.067952,
"HUN","EDUEXP","TRY","PC_GDP","A","2019",0.8946554,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.213031,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2000",2.962297,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.564717,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.490129,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.799803,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.827038,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2016",3.164448,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.825737,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2018",2.766621,
"HUN","EDUEXP","PRY_NTRY","PC_GDP","A","2019",2.916326,
"ISL","EDUEXP","TRY","PC_GDP","A","2000",1.01829,
"ISL","EDUEXP","TRY","PC_GDP","A","2005",1.192325,
"ISL","EDUEXP","TRY","PC_GDP","A","2008",1.16632,
"ISL","EDUEXP","TRY","PC_GDP","A","2009",1.196537,
"ISL","EDUEXP","TRY","PC_GDP","A","2010",1.127796,
"ISL","EDUEXP","TRY","PC_GDP","A","2011",1.074419,
"ISL","EDUEXP","TRY","PC_GDP","A","2012",1.296739,
"ISL","EDUEXP","TRY","PC_GDP","A","2013",1.244094,
"ISL","EDUEXP","TRY","PC_GDP","A","2014",1.235753,
"ISL","EDUEXP","TRY","PC_GDP","A","2015",1.238221,
"ISL","EDUEXP","TRY","PC_GDP","A","2016",1.253788,
"ISL","EDUEXP","TRY","PC_GDP","A","2017",1.267089,
"ISL","EDUEXP","TRY","PC_GDP","A","2018",1.177336,
"ISL","EDUEXP","TRY","PC_GDP","A","2019",1.25556,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2000",4.608773,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2005",5.178096,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2008",4.712862,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2009",4.753016,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.500161,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.549299,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.446277,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2013",4.368084,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2014",4.491962,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2015",4.392713,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2016",4.275385,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2017",4.475564,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2018",4.561625,
"ISL","EDUEXP","PRY_NTRY","PC_GDP","A","2019",4.484942,
"IRL","EDUEXP","TRY","PC_GDP","A","1995",1.281325,
"IRL","EDUEXP","TRY","PC_GDP","A","2000",1.424036,
"IRL","EDUEXP","TRY","PC_GDP","A","2005",1.096765,
"IRL","EDUEXP","TRY","PC_GDP","A","2008",1.372362,
"IRL","EDUEXP","TRY","PC_GDP","A","2009",1.545904,
"IRL","EDUEXP","TRY","PC_GDP","A","2010",1.470484,
"IRL","EDUEXP","TRY","PC_GDP","A","2011",1.399609,
"IRL","EDUEXP","TRY","PC_GDP","A","2012",1.370605,
"IRL","EDUEXP","TRY","PC_GDP","A","2013",1.197902,
"IRL","EDUEXP","TRY","PC_GDP","A","2014",1.104967,
"IRL","EDUEXP","TRY","PC_GDP","A","2015",1.016768,
"IRL","EDUEXP","TRY","PC_GDP","A","2016",0.9939369,
"IRL","EDUEXP","TRY","PC_GDP","A","2017",0.9200414,
"IRL","EDUEXP","TRY","PC_GDP","A","2018",0.8793467,
"IRL","EDUEXP","TRY","PC_GDP","A","2019",0.8324902,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.706871,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2000",2.835741,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2005",3.239546,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2008",3.964728,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2009",4.41778,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2010",4.45615,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2011",4.327207,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2012",4.313447,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.997775,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2014",3.668572,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2015",2.583465,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2016",2.605614,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.502981,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2018",2.417111,
"IRL","EDUEXP","PRY_NTRY","PC_GDP","A","2019",2.338533,
"ITA","EDUEXP","TRY","PC_GDP","A","1995",0.7131392,
"ITA","EDUEXP","TRY","PC_GDP","A","2000",0.821133,
"ITA","EDUEXP","TRY","PC_GDP","A","2005",0.8417511,
"ITA","EDUEXP","TRY","PC_GDP","A","2008",0.9244348,
"ITA","EDUEXP","TRY","PC_GDP","A","2009",0.9574967,
"ITA","EDUEXP","TRY","PC_GDP","A","2010",0.9544152,
"ITA","EDUEXP","TRY","PC_GDP","A","2011",0.960772,
"ITA","EDUEXP","TRY","PC_GDP","A","2012",0.9376204,
"ITA","EDUEXP","TRY","PC_GDP","A","2013",0.9653539,
"ITA","EDUEXP","TRY","PC_GDP","A","2014",0.9601346,
"ITA","EDUEXP","TRY","PC_GDP","A","2015",0.9215973,
"ITA","EDUEXP","TRY","PC_GDP","A","2016",0.8899967,
"ITA","EDUEXP","TRY","PC_GDP","A","2017",0.897915,
"ITA","EDUEXP","TRY","PC_GDP","A","2018",0.9023937,
"ITA","EDUEXP","TRY","PC_GDP","A","2019",0.9047233,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","1995",3.354876,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2000",3.034551,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2005",3.000727,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2008",3.052607,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2009",3.103365,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2010",2.944137,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2011",2.803684,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.956705,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2013",3.01687,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2014",2.996264,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2015",3.003922,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2016",2.730421,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2017",2.953354,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2018",3.194416,
"ITA","EDUEXP","PRY_NTRY","PC_GDP","A","2019",2.944879,
"JPN","EDUEXP","TRY","PC_GDP","A","2005",1.407529,
"JPN","EDUEXP","TRY","PC_GDP","A","2010",1.470036,
"JPN","EDUEXP","TRY","PC_GDP","A","2011",1.443063,
"JPN","EDUEXP","TRY","PC_GDP","A","2012",1.465161,
"JPN","EDUEXP","TRY","PC_GDP","A","2013",1.503288,
"JPN","EDUEXP","TRY","PC_GDP","A","2014",1.467287,
"JPN","EDUEXP","TRY","PC_GDP","A","2015",1.415908,
"JPN","EDUEXP","TRY","PC_GDP","A","2016",1.366571,
"JPN","EDUEXP","TRY","PC_GDP","A","2017",1.363401,
"JPN","EDUEXP","TRY","PC_GDP","A","2018",1.362092,
"JPN","EDUEXP","TRY","PC_GDP","A","2019",1.38074,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2005",2.695623,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2010",2.848551,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2011",2.7767,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2012",2.814192,
"JPN","EDUEXP","PRY_NTRY","PC_GDP","A","2013",2.750227,
